mondrian_group,sum_phi,n_null,min_null
a photo containing a dining table,27.45054154664048,10,50
a close-up of a vase,17.724584909696134,10,50
a photo containing a vase,13.699406816649805,10,50
the horse in this image,9.061061216143477,10,50
the dining table in this image,8.750991466496956,10,50
a potted plant object,6.940244852511318,10,50
a close-up of a train,29.041718022951173,9,50
a close-up of a orange,18.15070689293616,9,50
a visible parking meter in the scene,13.506281435812571,9,50
a photo of a zebra,7.903168811933395,9,50
a close-up of a oven,23.091620819132565,8,50
a visible keyboard in the scene,14.561408021964299,8,50
a photo containing a giraffe,11.44011827564651,8,50
a photo of a couch,8.517572772666671,8,50
a photo of a pizza,6.268680381766905,8,50
a photo containing a umbrella,17.915202432521994,7,50
a close-up of a handbag,17.898381762079303,7,50
a close-up of a refrigerator,17.59954588555677,7,50
a close-up of a bicycle,16.381694677303265,7,50
a photo containing a skis,13.804568329081075,7,50
the frisbee in this image,7.318961963183835,7,50
a visible car in the scene,6.539704396400591,7,50
a close-up of a suitcase,19.25319029294317,6,50
a photo containing a motorcycle,13.640568470680186,6,50
a visible baseball glove in the scene,12.242826392503003,6,50
a photo containing a hot dog,11.616975214180124,6,50
a photo containing a cow,10.99988366647368,6,50
a close-up of a sports ball,10.364669789385625,6,50
a photo of a elephant,9.835059398514788,6,50
a visible bed in the scene,9.41997209054704,6,50
the chair in this image,9.353919374368829,6,50
a visible dining table in the scene,5.387264952084137,6,50
a visible zebra in the scene,3.015578451761726,6,50
a close-up of a dining table,14.197785096230083,5,50
the bed in this image,11.0222997975832,5,50
a photo containing a elephant,10.313388324685388,5,50
a close-up of a donut,7.96827743455689,5,50
a close-up of a baseball bat,15.501010121953888,4,50
a close-up of a fire hydrant,12.475043684191876,4,50
a photo containing a airplane,9.874849050014525,4,50
a photo of a bowl,5.893016023562973,4,50
a photo containing a bottle,5.883405023056438,4,50
a toilet object,3.878088947376642,4,50
a photo of a teddy bear,2.2753685880980754,4,50
a cup object,2.077173021723465,4,50
a photo of a parking meter,6.863588276884357,3,50
the sandwich in this image,4.838378652320378,3,50
a visible cup in the scene,4.776102412872174,3,50
the bird in this image,3.683225919519147,3,50
the baseball glove in this image,3.5780765912495114,3,50
a cat object,2.2743969812807308,3,50
a sandwich object,1.5001289783577085,3,50
a close-up of a bus,11.61862711685077,2,50
the skateboard in this image,4.439339582480422,2,50
a photo of a orange,3.814406175471978,2,50
the wine glass in this image,3.0971393750078255,2,50
a photo of a cell phone,0.9172645468672939,2,50
a photo of a laptop,0.8586735528162187,2,50
a visible pizza in the scene,2.9963153276027956,1,50
a visible vase in the scene,2.9963153276027956,1,50
a visible toilet in the scene,2.9963153276027956,1,50
a visible bowl in the scene,2.697098095625254,1,50
the train in this image,2.123341341523989,1,50
the potted plant in this image,1.003071964908248,1,50
