mondrian_group,sum_phi,n_null,min_null
a photo containing a sink,37.359889174904524,28,50
a dining table in the scene,34.237440792816926,28,50
a close-up of a book,32.50689550342666,28,50
a close-up of a carrot,25.538268236766836,28,50
a photo containing a bed,33.861169031038045,27,50
a photo of a traffic light,25.06817041733163,27,50
a photo of a tennis racket,30.986116245088777,26,50
a photo of a toilet,28.89736167278417,26,50
a close-up of a laptop,28.268550467920164,26,50
a photo containing a handbag,22.818072499188464,26,50
a photo containing a tie,33.30607305099291,25,50
a photo containing a banana,28.966653150031412,25,50
a small tv near the center,24.237150415720865,25,50
a visible bottle in the scene,31.486595430857378,24,50
a toothbrush in the scene,24.427887492752458,24,50
a bench in the scene,23.252132274044637,24,50
a sink in the scene,22.593674743308107,24,50
a photo containing a hair drier,28.970979402360438,23,50
a suitcase in the scene,27.527737370932865,23,50
a close-up of a snowboard,22.583942840429785,23,50
a small cake near the center,21.88814290867103,23,50
a photo containing a book,30.457877137975416,22,50
a close-up of a cake,25.07520455787873,22,50
a photo of a car,24.405889001948115,22,50
a photo of a suitcase,24.252724240318223,22,50
a vase object,22.842926464922545,22,50
a photo containing a bird,21.762179855471427,22,50
a microwave in the scene,19.479738253694375,22,50
the car in this image,15.968786416683612,22,50
a photo containing a laptop,43.83973634479957,21,50
a photo of a surfboard,30.759878434090105,21,50
a photo containing a knife,20.343951600946376,21,50
a chair object,22.96472408123874,20,50
a photo containing a tennis racket,18.491886794720685,20,50
a photo containing a horse,23.029744454185472,19,50
a surfboard in the scene,22.17182084850981,19,50
a photo of a cup,19.679685498575914,19,50
a snowboard in the scene,28.20719057789764,18,50
a photo containing a apple,23.59913868290781,18,50
the backpack in this image,21.17814316648368,18,50
a photo of a clock,21.61458824663305,17,50
a photo containing a parking meter,18.266605235102084,17,50
a close-up of a horse,16.724815539587098,17,50
the truck in this image,11.122166998654754,17,50
a cup in the scene,29.854169011826578,16,50
a small microwave near the center,24.81265826735675,16,50
a photo containing a suitcase,20.58144398400809,16,50
the carrot in this image,16.822858362072893,16,50
the skis in this image,16.17794552644913,16,50
a photo of a apple,23.153297962599055,15,50
a clock in the scene,23.107849439991913,15,50
a close-up of a hair drier,19.28834298713228,15,50
a visible knife in the scene,15.02653573170088,15,50
a visible frisbee in the scene,13.661106012629247,15,50
a cell phone in the scene,28.430213513800346,14,50
a close-up of a microwave,25.271451589594857,14,50
a visible sports ball in the scene,16.18029036326175,14,50
a skis object,14.808681008227694,14,50
a sports ball object,13.364172190844165,14,50
a photo containing a dog,27.837830755667312,13,50
a close-up of a bottle,20.878407865199044,13,50
a close-up of a zebra,20.59937365279323,13,50
a photo containing a oven,17.065950294259924,13,50
the train in this image,15.29088927190236,13,50
a airplane in the scene,13.239662869345077,13,50
the bed in this image,11.078945178564942,13,50
a photo of a airplane,10.395428358934229,13,50
a visible oven in the scene,22.092812244076942,12,50
a photo containing a mouse,17.256478754471665,12,50
a photo containing a fork,15.711377645895698,12,50
a photo containing a airplane,15.357434795990862,12,50
the orange in this image,11.374358490282834,12,50
a close-up of a refrigerator,26.697359620298357,11,50
a photo containing a boat,22.580243601887783,11,50
a close-up of a truck,21.9891351269161,11,50
a photo containing a car,21.32753856701482,11,50
a close-up of a bird,15.72031318825777,11,50
a photo containing a fire hydrant,14.769841077811261,11,50
a close-up of a handbag,12.19366455303967,11,50
a visible tennis racket in the scene,11.035932008450192,11,50
a close-up of a sink,25.749146284205338,10,50
a close-up of a bear,25.170831974955917,10,50
a photo containing a cat,20.02707392160899,10,50
a close-up of a toilet,15.65290771657639,10,50
a photo of a zebra,13.318217890169953,10,50
a bed object,10.687730654084849,10,50
the horse in this image,9.690850426035395,10,50
a photo of a bed,9.053858113050541,10,50
a photo containing a teddy bear,17.514846043051996,9,50
a visible parking meter in the scene,12.457918846112813,9,50
the baseball bat in this image,11.171648872628216,9,50
a photo of a cat,8.887729077984265,9,50
a photo containing a refrigerator,20.969970848283143,8,50
a visible keyboard in the scene,15.439757947218954,8,50
a photo containing a giraffe,11.929087577142878,8,50
a photo containing a tv,16.99013271161856,7,50
a photo containing a skis,12.341044543852666,7,50
a photo of a elephant,8.311351165451027,7,50
the elephant in this image,7.6836515378976395,7,50
a photo containing a baseball bat,19.676401699129805,6,50
a photo containing a dining table,16.803406815519747,6,50
a close-up of a bicycle,15.441467452287043,6,50
a photo containing a toaster,9.948022057511944,6,50
a visible toilet in the scene,9.557168492909131,6,50
a visible teddy bear in the scene,6.026670488963543,6,50
a photo of a bench,3.350922825268052,6,50
a close-up of a clock,18.492412300931857,5,50
a bear in the scene,17.657844556694947,5,50
a close-up of a toaster,17.404942242207415,5,50
a close-up of a cat,14.202067551519011,5,50
a close-up of a oven,10.701686539114807,5,50
a close-up of a baseball bat,17.258822806459616,4,50
a close-up of a bus,15.404876818211127,4,50
a close-up of a airplane,15.233266002471467,4,50
a close-up of a sheep,14.356788001041455,4,50
a dining table object,14.246711037196375,4,50
a close-up of a teddy bear,8.223963024996952,4,50
a photo of a bowl,4.325907257563039,4,50
a toilet object,3.464241203302634,4,50
a cup object,2.4409751323829667,4,50
a close-up of a motorcycle,13.432016466849632,3,50
the sandwich in this image,5.6104404450873355,3,50
a close-up of a elephant,5.754249859197385,2,50
a close-up of a cup,4.863249854985263,2,50
a visible horse in the scene,3.283402979071946,2,50
a visible refrigerator in the scene,2.9343514939402877,2,50
a visible laptop in the scene,2.781137988695558,2,50
a visible bear in the scene,2.522719843085976,1,50
a visible bowl in the scene,2.453431657632928,1,50
a book object,1.1690652931374035,1,50
a photo of a dining table,1.109529560616517,1,50
