mondrian_group,sum_phi,n_null,min_null
a visible backpack in the scene,48.08689734774713,54,50
a skateboard in the scene,55.67359302925423,53,50
a small tv near the center,47.675611129583686,53,50
a clock in the scene,64.60604220535939,52,50
a small giraffe near the center,60.13324276792869,52,50
a baseball bat in the scene,48.964177334909714,52,50
a toothbrush in the scene,48.95982218865771,51,50
a chair object,47.375852812553546,51,50
a small mouse near the center,61.68271889933244,50,50
the person in this image,51.91385693831222,50,50
a photo of a surfboard,57.74772749864616,48,50
a backpack in the scene,43.32568795472257,46,50
a microwave in the scene,38.46482149885264,44,50
a small bowl near the center,31.128631586066707,41,50
a visible bowl in the scene,34.49710551789127,40,50
a photo containing a backpack,43.23728255075322,39,50
a photo of a car,37.06758178517335,39,50
a small airplane near the center,34.4028976042893,37,50
a apple in the scene,37.765882616311345,36,50
a refrigerator in the scene,27.82025259135113,36,50
a handbag in the scene,49.35623370979328,35,50
a keyboard in the scene,47.043241873069384,35,50
a photo of a mouse,25.19456235510505,35,50
a photo containing a handbag,35.27368442606767,34,50
a small potted plant near the center,30.011743701436462,34,50
a toaster in the scene,28.087537399699126,34,50
a oven in the scene,26.280721631770593,34,50
a close-up of a orange,55.85771264217585,33,50
a photo containing a bird,33.88556843810735,33,50
a small cell phone near the center,32.617861822238396,33,50
a bus object,22.639079696053955,33,50
a visible person in the scene,51.454539727814215,32,50
a photo containing a laptop,39.67529226686162,32,50
a photo containing a potted plant,60.08952865668883,31,50
a banana in the scene,38.39994972030204,31,50
a photo of a person,31.241191965595924,30,50
a photo containing a carrot,36.61411284291901,29,50
a close-up of a elephant,42.78116322423766,28,50
a bird in the scene,37.90384063800573,28,50
a dining table in the scene,34.19380288704739,28,50
a close-up of a carrot,26.920203265207988,28,50
a spoon in the scene,33.62677357625999,27,50
a sink in the scene,33.437284346529495,27,50
a photo containing a sports ball,21.90397169460236,27,50
a photo of a remote,26.29008148314253,25,50
a visible bottle in the scene,31.938391613158178,24,50
a close-up of a cake,35.31682011274512,23,50
a photo of a cow,32.170288657373824,23,50
the backpack in this image,29.239826221683266,23,50
a scissors in the scene,26.7907276852358,23,50
a photo containing a tie,25.41248441488341,23,50
a visible sports ball in the scene,19.781634265463232,23,50
a close-up of a chair,19.7036135351787,23,50
a photo containing a toothbrush,19.382907608419615,23,50
a horse in the scene,42.04883659084174,22,50
a close-up of a zebra,27.32451699781771,22,50
a small parking meter near the center,26.65076041036685,22,50
a photo of a backpack,20.93843325782709,22,50
a photo containing a snowboard,17.13784721783272,22,50
a close-up of a tie,23.38890982328197,21,50
a photo of a zebra,22.31792714447886,21,50
a photo of a sink,20.647664818900566,21,50
a photo containing a knife,26.64355396097512,20,50
a orange object,25.019304282724967,20,50
the orange in this image,18.358495888165155,20,50
a train in the scene,25.379367682985805,19,50
a bench in the scene,23.266111942115277,19,50
a photo of a cup,19.976615748379615,19,50
a close-up of a wine glass,35.562838948678866,18,50
a photo containing a boat,24.996630750547826,18,50
a visible parking meter in the scene,23.933252672181418,18,50
a photo containing a bus,22.231823473864203,18,50
a sports ball object,19.02377160114345,18,50
a close-up of a clock,41.99127744684746,17,50
a bed in the scene,19.850589240147762,17,50
a fire hydrant in the scene,27.396027276935623,16,50
a close-up of a truck,25.070746361363092,16,50
a close-up of a snowboard,18.76507146838283,16,50
the carrot in this image,17.07026450759428,16,50
a close-up of a skateboard,17.0330035273564,16,50
a photo containing a sheep,15.03773734222845,16,50
a close-up of a toaster,31.162166345204227,15,50
a close-up of a pizza,19.481273823302214,15,50
a kite object,18.932780225517728,15,50
a photo containing a donut,18.409031265199765,15,50
a photo of a teddy bear,12.655851487651972,15,50
a person object,10.85478269710045,15,50
a cow object,10.015133519829579,15,50
a close-up of a cow,34.8635920346628,14,50
a visible bus in the scene,28.37030796784313,14,50
the oven in this image,24.98640991003739,14,50
a photo containing a toilet,22.154844416523623,14,50
a tv in the scene,16.68198745787381,14,50
a photo containing a tennis racket,16.18869973824143,14,50
a photo of a baseball glove,15.95757657294062,14,50
a skis object,13.506430453258153,14,50
a photo containing a frisbee,23.436089947855088,13,50
a hair drier in the scene,21.501819440124144,13,50
a close-up of a bottle,21.402924369741722,13,50
a close-up of a mouse,17.84391999154611,13,50
a photo containing a oven,17.65732495403115,13,50
a photo containing a pizza,17.27461316252956,13,50
a close-up of a toilet,16.522680467892233,13,50
a airplane in the scene,14.10488061474341,13,50
the bed in this image,10.264003413293205,13,50
a visible skis in the scene,9.68194474333939,13,50
a photo containing a dining table,34.19877922994837,12,50
the apple in this image,29.789043731496204,12,50
a close-up of a teddy bear,27.41101370593246,12,50
a kite in the scene,24.89947259972891,12,50
a photo containing a orange,21.564500667494702,12,50
a photo containing a apple,17.550780299112276,12,50
a photo containing a mouse,17.22007505259699,12,50
a photo containing a car,21.485589386244445,11,50
a small couch near the center,21.275374699242207,11,50
a small keyboard near the center,13.553197724775398,11,50
a photo containing a bicycle,10.504479844538144,11,50
a photo of a chair,9.55716931528293,11,50
a photo containing a teddy bear,31.471944117861177,10,50
a close-up of a skis,18.26053288144222,10,50
a close-up of a horse,14.88681853355059,10,50
a photo containing a remote,14.835109265223473,10,50
a close-up of a toothbrush,11.367124633971466,10,50
a potted plant object,6.994681641862657,10,50
a sandwich in the scene,20.920089173651895,9,50
a hot dog in the scene,20.262215880999197,9,50
a photo containing a bear,19.539493911591133,9,50
a zebra object,5.146441735431989,9,50
a close-up of a vase,17.794197755463664,8,50
a close-up of a giraffe,15.958965985101829,8,50
a visible teddy bear in the scene,10.62025700885626,8,50
a photo containing a banana,9.992620539343575,8,50
the motorcycle in this image,9.29277024898881,8,50
a photo of a couch,8.116516344889542,8,50
the clock in this image,7.531018654710154,8,50
a visible tennis racket in the scene,5.9363479941803785,8,50
a photo containing a umbrella,19.951528141035748,7,50
a photo containing a sink,17.13628189265738,7,50
a visible clock in the scene,13.24412156466566,7,50
the frisbee in this image,6.586296496948462,7,50
the sheep in this image,6.535207126953428,7,50
a photo containing a couch,20.933147263752197,6,50
a photo containing a cake,12.977113046727114,6,50
a photo containing a hot dog,12.49380089087583,6,50
a visible baseball glove in the scene,11.921376033841158,6,50
a photo of a elephant,10.127037130829937,6,50
a photo containing a skis,7.83035229595292,6,50
a oven object,5.187662457080642,6,50
a close-up of a dining table,16.013341406460526,5,50
a visible elephant in the scene,6.067569188013257,5,50
a surfboard object,3.3250241497671764,5,50
a tennis racket object,2.8763097714082173,5,50
a donut in the scene,17.84908983045919,4,50
a close-up of a baseball bat,17.547258459955884,4,50
a photo containing a airplane,11.163591278473548,4,50
a photo containing a baseball bat,10.76455948412288,4,50
a close-up of a sheep,9.83320512826813,4,50
the elephant in this image,4.89050890669604,4,50
the toilet in this image,4.489495658576201,4,50
a visible dining table in the scene,1.6039163768839564,4,50
the chair in this image,16.48342747682083,3,50
a close-up of a oven,15.0445295694608,3,50
a photo of a dining table,14.854737372416386,3,50
a close-up of a motorcycle,14.237704794544022,3,50
a visible truck in the scene,3.482190474557216,3,50
the baseball glove in this image,3.3808901983096797,3,50
a photo containing a clock,14.518678853145357,2,50
a close-up of a sink,13.945688278161079,2,50
a photo of a orange,3.37967750326378,2,50
the wine glass in this image,2.793998038835616,2,50
a visible refrigerator in the scene,3.0477331998630173,1,50
the sandwich in this image,2.4313886419725037,1,50
a visible surfboard in the scene,2.4313886419725037,1,50
a photo of a cat,0.7869831618824367,1,50
the potted plant in this image,0.4138393575733729,1,50
the umbrella in this image,0.3547194493486054,1,50
