mondrian_group,sum_phi,n_null,min_null
a close-up of a tie,43.7602486101,31,50
a photo containing a remote,41.72182413428454,31,50
a photo of a spoon,29.420925937871402,31,50
a small bus near the center,28.471815098716156,31,50
the pizza in this image,25.861826038227846,30,50
a photo of a person,19.486806358878336,30,50
a photo containing a snowboard,40.87242654621548,29,50
a close-up of a carrot,32.46117606403044,28,50
a photo containing a frisbee,31.61584339469431,28,50
a photo of a chair,29.902757339966676,27,50
the person in this image,28.637147295168592,27,50
a photo of a tennis racket,29.686032526433706,26,50
a small hair drier near the center,25.981419550748498,26,50
a small knife near the center,21.375044576552426,26,50
a elephant in the scene,35.47067865628134,25,50
a small mouse near the center,27.466224068752,25,50
a photo of a remote,26.68550653772363,25,50
a small tv near the center,23.906538015988108,25,50
a pizza in the scene,28.457113191901005,24,50
a photo containing a chair,27.65246265009581,24,50
a small orange near the center,27.168029071474738,24,50
a photo containing a knife,26.898741435329192,24,50
the cell phone in this image,33.04857995681547,23,50
a photo containing a tie,26.91899290997679,23,50
a umbrella object,21.75647764067132,23,50
a close-up of a sink,43.62827633039443,22,50
a close-up of a truck,37.470315405263186,22,50
a close-up of a orange,29.9185223207763,22,50
a close-up of a remote,26.140454123958893,22,50
a microwave in the scene,21.660414093804565,22,50
the car in this image,17.55178079452159,22,50
a photo containing a toilet,35.86980834775179,21,50
a small scissors near the center,28.77438491471265,21,50
a photo containing a zebra,36.32068471046576,20,50
a close-up of a sheep,35.332184126543446,20,50
a photo containing a hot dog,34.34290913218354,20,50
a photo containing a clock,29.06701242027328,20,50
the orange in this image,21.42125740138512,20,50
a close-up of a hot dog,19.389855808331212,20,50
a visible clock in the scene,26.94226475022534,19,50
a photo containing a horse,25.61679082350767,19,50
the dining table in this image,23.397659463005667,19,50
a photo containing a book,22.298591082935765,18,50
a zebra in the scene,21.43399519234677,18,50
a photo of a toilet,19.107248320816637,18,50
a photo containing a refrigerator,28.75170087890211,17,50
a close-up of a horse,17.806345145301993,17,50
a close-up of a bottle,17.37627164308563,17,50
a cup in the scene,32.88689322652142,16,50
a fire hydrant in the scene,28.2908558213214,16,50
a close-up of a boat,21.689431921919557,15,50
a photo containing a bed,21.0380886490554,15,50
a photo containing a carrot,20.707646741448784,15,50
a close-up of a motorcycle,19.0686734066291,15,50
a photo of a train,13.878138106526984,15,50
the bed in this image,13.133469216712484,15,50
a visible frisbee in the scene,13.058520776489061,15,50
a visible truck in the scene,29.853696776486874,14,50
a mouse in the scene,29.758644659595177,14,50
a photo containing a train,23.410406244074824,14,50
a visible sports ball in the scene,18.988166144108334,14,50
a photo of a zebra,15.839209972006854,14,50
a visible car in the scene,15.442729411221277,14,50
a close-up of a laptop,15.21617940047943,14,50
a bus object,9.744369576200016,14,50
a photo containing a toaster,31.32383889960715,13,50
a close-up of a bear,29.726157332880017,13,50
a photo containing a backpack,18.035318442159884,13,50
a visible tie in the scene,13.741610826137036,13,50
a close-up of a bus,32.757082620772934,12,50
a kite in the scene,23.950428354654097,12,50
a surfboard in the scene,21.406938362282002,12,50
a photo of a car,19.730526783312826,12,50
a close-up of a couch,16.608983142534832,12,50
a photo containing a fork,15.58875591812424,12,50
a photo containing a traffic light,15.401985597153532,12,50
a photo of a stop sign,13.785700411314027,12,50
a fire hydrant object,9.172958373130854,12,50
a close-up of a refrigerator,27.80184406152249,11,50
a close-up of a microwave,15.344805010431275,11,50
a close-up of a cow,19.543549665230312,10,50
a surfboard object,12.223716943941245,10,50
a potted plant object,8.147304174451197,10,50
a chair object,6.499499140367555,10,50
a close-up of a train,33.10610119425446,9,50
a close-up of a potted plant,20.63951163331498,9,50
a photo containing a baseball bat,19.23066904005268,9,50
a photo containing a person,18.59917937571943,8,50
a photo containing a airplane,17.57150724282013,8,50
a close-up of a skis,9.491875762057491,8,50
the motorcycle in this image,9.366773074760886,8,50
a close-up of a handbag,19.982409625832464,7,50
a close-up of a toilet,18.50925264010594,7,50
a photo containing a vase,18.2952668601867,7,50
a photo containing a hair drier,14.307608247080875,7,50
a close-up of a snowboard,12.72569622435599,7,50
a photo of a dog,7.877442216231429,7,50
the frisbee in this image,7.502621734025524,7,50
a airplane object,5.649343592908571,7,50
a photo containing a boat,16.82917643639026,6,50
a close-up of a keyboard,16.568348817033467,6,50
a photo containing a parking meter,14.152084701789148,6,50
a photo containing a broccoli,12.750862172347542,6,50
a oven object,5.996030508146483,6,50
a bird object,4.780392425122366,6,50
a photo containing a fire hydrant,17.906206976408328,5,50
a donut in the scene,18.768234474206775,4,50
a photo containing a kite,15.265151614350243,4,50
a close-up of a airplane,15.26109275460914,4,50
a visible dining table in the scene,2.0952684183018935,4,50
the chair in this image,16.870150686806195,3,50
a photo of a dining table,15.609760820961561,3,50
a photo containing a potted plant,15.16203494786517,3,50
a close-up of a fire hydrant,14.716950202307979,3,50
a small cow near the center,14.28716201630807,3,50
a visible cup in the scene,5.560099263222779,3,50
the giraffe in this image,3.3095311988625715,3,50
the bird in this image,2.46984525505104,3,50
a close-up of a wine glass,14.698218374769693,2,50
a small elephant near the center,13.570097105864432,2,50
the skateboard in this image,5.668242630434273,2,50
a visible skateboard in the scene,3.7208545758764218,2,50
a visible horse in the scene,1.985742470282733,1,50
the train in this image,1.8450359507919503,1,50
a visible person in the scene,1.6375174430194697,1,50
the sandwich in this image,1.3627271333378577,1,50
the laptop in this image,1.169183324385402,1,50
a car object,0.6574941423588708,1,50
the umbrella in this image,0.29417663251736315,1,50
