mondrian_group,sum_phi,n_null,min_null
a photo containing a mouse,17.775315903269394,12,50
a photo of a sink,16.799877153862035,12,50
the train in this image,14.816135724392879,12,50
a close-up of a cat,27.78502187582446,11,50
a small refrigerator near the center,17.24439387867719,11,50
a skis object,15.848231286304506,11,50
a photo containing a teddy bear,14.745598568205462,11,50
the sink in this image,12.305968480048413,11,50
a photo of a chair,9.783619021226846,11,50
a photo of a banana,5.513090508798943,11,50
a close-up of a airplane,35.51504607555476,10,50
a close-up of a scissors,14.697051430871714,10,50
a bed object,12.363362631177193,10,50
a visible tennis racket in the scene,9.7596010853945,10,50
a dog object,6.1855970053443246,10,50
a close-up of a tv,22.231659420934324,9,50
a close-up of a stop sign,21.050079141539562,9,50
a photo containing a refrigerator,20.64489955580366,9,50
a photo containing a bear,20.36929459255783,9,50
a photo containing a stop sign,16.115887455021934,9,50
a photo containing a sports ball,12.366378283813924,9,50
a photo of a cat,9.758277079157942,9,50
a photo containing a keyboard,20.225468731877793,8,50
a small stop sign near the center,19.961770375422347,8,50
a photo containing a person,19.359447553873856,8,50
a photo containing a airplane,18.6251042050712,8,50
a close-up of a bus,17.811204680440873,8,50
a visible baseball glove in the scene,15.570342846027147,8,50
a cell phone object,11.114018450538557,8,50
a photo containing a banana,9.239033535580894,8,50
a visible backpack in the scene,9.20174718339147,8,50
a visible sheep in the scene,8.812106940745464,8,50
the clock in this image,7.569486676275101,8,50
a photo containing a traffic light,13.414765308299053,7,50
a photo of a dog,10.379233944843339,7,50
a airplane object,5.550316035166872,7,50
a photo containing a baseball bat,24.772051139761707,6,50
a close-up of a refrigerator,18.711803452677675,6,50
a photo containing a dining table,17.968190384569702,6,50
a photo containing a laptop,17.757558524863637,6,50
a photo containing a boat,16.561750285006703,6,50
a close-up of a sports ball,11.123999358674135,6,50
a oven object,5.6604201511781,6,50
a close-up of a toaster,19.414311996179134,5,50
a photo containing a fire hydrant,18.34836678457665,5,50
a photo containing a sink,17.150909459906035,5,50
a close-up of a bed,16.58382498872718,5,50
a visible toilet in the scene,6.564774219762659,5,50
the airplane in this image,4.986618875689274,5,50
a surfboard object,3.4730038125910028,5,50
a photo containing a book,10.278120475445377,4,50
a photo of a sheep,7.4523400968101265,4,50
a photo of a bed,5.950063375598468,4,50
a photo of a bowl,5.775974218916656,4,50
a photo of a teddy bear,2.264429718909536,4,50
a close-up of a train,16.411268329750666,3,50
a close-up of a motorcycle,15.112782916484926,3,50
a visible surfboard in the scene,4.8712840571467915,3,50
the sandwich in this image,4.153242487495351,3,50
a knife object,2.2073793835565376,3,50
a cat object,2.0148514634823003,3,50
a close-up of a sink,14.628290332983447,2,50
the umbrella in this image,6.033721092970919,2,50
the skateboard in this image,4.537478211402568,2,50
a photo of a orange,3.553325073897362,2,50
the bird in this image,3.54551154623951,2,50
the wine glass in this image,3.1708745459511225,2,50
the cat in this image,2.992581241418652,1,50
a visible pizza in the scene,2.6913798827044375,1,50
a visible keyboard in the scene,2.6913798827044375,1,50
a visible horse in the scene,2.166232588518205,1,50
a visible bird in the scene,1.9489302598894203,1,50
a book object,1.1228935934462223,1,50
the potted plant in this image,0.6077309412558407,1,50
a car object,0.359993487495498,1,50
