mondrian_group,sum_phi,n_null,min_null
a photo containing a banana,17.70277739969095,17,50
a zebra in the scene,17.551723140863192,17,50
a giraffe in the scene,17.545070221570345,17,50
a close-up of a parking meter,16.408096503854203,17,50
a photo of a bus,13.16877333563798,17,50
a photo containing a cake,30.96135146281944,16,50
a visible sink in the scene,29.856280295246908,16,50
a motorcycle in the scene,19.379604115799754,16,50
the surfboard in this image,18.847420396565397,15,50
a photo containing a donut,18.580069926247077,15,50
a photo containing a carrot,17.676109895475236,15,50
a photo containing a snowboard,17.12379895038159,15,50
a close-up of a mouse,15.445069396105385,15,50
a photo of a train,12.780708797482594,15,50
a photo containing a bus,25.719147850634055,14,50
a visible cell phone in the scene,24.4802034015095,14,50
a photo containing a kite,22.625497785378208,14,50
a photo containing a train,22.523822586717895,14,50
a bus in the scene,18.7719807982092,14,50
a close-up of a hot dog,17.600319363322374,14,50
a photo of a baseball glove,17.25084857842798,14,50
a close-up of a horse,16.83705410252072,14,50
a skis object,13.02006879689525,14,50
a photo of a bowl,12.875638091387446,14,50
a bus object,10.015104348968201,14,50
a photo containing a frisbee,23.23310295751018,13,50
a mouse in the scene,16.189197067122976,13,50
the train in this image,15.584796899356263,13,50
a photo containing a wine glass,15.440036573305946,13,50
a close-up of a sheep,14.872976216137191,13,50
a photo of a dining table,13.340293812426689,13,50
a visible tie in the scene,12.55911154825178,13,50
a photo of a stop sign,11.441902381342379,13,50
a visible skis in the scene,9.368720496335865,13,50
a close-up of a clock,23.827724736789353,12,50
a small zebra near the center,20.513484264655197,12,50
a close-up of a baseball glove,30.142773179390097,11,50
a photo containing a boat,20.870259945210154,11,50
the toilet in this image,15.837276458331342,11,50
a close-up of a bird,14.231875231915803,11,50
a photo containing a toilet,12.19517870159056,11,50
a small keyboard near the center,11.603367688772448,11,50
the mouse in this image,11.397085856153092,11,50
a visible teddy bear in the scene,10.609936731909688,11,50
a photo of a laptop,10.536355768332026,11,50
a photo containing a bicycle,9.524257217229776,11,50
a close-up of a dog,20.99546567559842,10,50
a photo containing a cat,20.272872264001737,10,50
a close-up of a elephant,19.223512818729073,10,50
a photo containing a keyboard,12.579735421964592,10,50
a close-up of a toaster,11.145481777774615,10,50
the horse in this image,7.599647750428503,10,50
a potted plant object,6.756542665226663,10,50
the dining table in this image,5.858451016226079,10,50
a close-up of a orange,20.23768392919284,9,50
a close-up of a potted plant,19.186470909729994,9,50
a close-up of a stop sign,18.138276971175866,9,50
a photo containing a stop sign,14.548432627449285,9,50
a elephant in the scene,12.241086009397339,9,50
the backpack in this image,11.286616126032904,9,50
a photo containing a hair drier,10.421270314443033,9,50
a visible car in the scene,10.258016504715481,9,50
a close-up of a sink,21.81072574111487,8,50
a photo containing a zebra,18.240399647461587,8,50
a close-up of a vase,16.714560227213624,8,50
a close-up of a zebra,13.306992462442299,8,50
a visible surfboard in the scene,9.825940240876614,8,50
the motorcycle in this image,8.71552961820107,8,50
a photo of a car,7.483992546885292,8,50
a close-up of a airplane,22.013419003463824,7,50
a visible truck in the scene,20.009480948622816,7,50
a close-up of a bicycle,17.8103951009172,7,50
a photo containing a sink,16.763960021597704,7,50
a photo containing a hot dog,16.738841032089343,7,50
a photo containing a traffic light,11.510874113873607,7,50
a pizza in the scene,18.26308555174079,6,50
a photo containing a dining table,14.764324541780725,6,50
a photo containing a tv,9.958095717320509,6,50
a photo of a elephant,8.957339238334242,6,50
the sink in this image,5.020484489447843,5,50
a close-up of a bus,15.360993012931914,4,50
a photo containing a airplane,8.84604504626928,4,50
a close-up of a teddy bear,7.474494324629715,4,50
a photo of a sheep,6.5071082132710725,4,50
a visible tv in the scene,5.262826820182202,4,50
a horse in the scene,16.424647891779372,3,50
a small cow near the center,13.268400671786628,3,50
a visible cup in the scene,4.708147853672598,3,50
the zebra in this image,3.25373113392807,3,50
a cat object,1.7780667192321797,3,50
the skateboard in this image,4.359303231020956,2,50
a close-up of a cup,3.608383003136434,2,50
a visible pizza in the scene,3.250279328082785,2,50
the tv in this image,2.9938271172640585,2,50
a visible refrigerator in the scene,3.6105032822757113,1,50
a visible sandwich in the scene,2.6819593669838304,1,50
a visible bear in the scene,2.598637740340944,1,50
the laptop in this image,1.1170426821600141,1,50
a donut object,0.22287057297998217,1,50
