mondrian_group,sum_phi,n_null,min_null
a photo containing a skateboard,38.27032869709473,37,50
a remote in the scene,37.15345585433244,37,50
a apple in the scene,38.33415356982481,36,50
a refrigerator in the scene,28.808714207225005,36,50
a umbrella in the scene,35.19793297537337,35,50
a hot dog in the scene,37.210444805838975,34,50
a photo of a chair,30.803692168635067,34,50
a photo containing a remote,34.581103325656855,33,50
a photo containing a bowl,31.322976978842295,33,50
a photo containing a spoon,29.215380766559843,33,50
a person object,20.428034868707492,33,50
a handbag in the scene,37.851972857625874,32,50
a small toilet near the center,27.74439821889959,32,50
a close-up of a truck,64.20043842412349,30,50
a photo containing a laptop,57.44719458838434,30,50
a close-up of a zebra,37.41703136666784,29,50
a photo containing a sink,40.89081140952648,28,50
a bird in the scene,38.6725728220468,28,50
a close-up of a handbag,35.753975418872024,28,50
a dining table in the scene,34.68371774049637,28,50
a photo of a person,23.679304629108223,28,50
a photo containing a bird,34.44848472829417,27,50
a sink in the scene,29.144246244395596,27,50
a cow in the scene,25.460452795207946,27,50
a close-up of a apple,28.924827663202052,26,50
a visible bowl in the scene,26.821885088954776,26,50
a close-up of a baseball bat,26.012291000490222,26,50
a photo containing a backpack,25.971793531975784,26,50
a potted plant object,23.96059684971084,26,50
a photo containing a handbag,23.724095067814332,26,50
a small mouse near the center,28.451161899262836,25,50
a close-up of a oven,27.674164101386086,25,50
a photo of a snowboard,24.12022189544937,25,50
a photo containing a airplane,43.068434882510154,24,50
a close-up of a toothbrush,31.600986032636925,24,50
a small bottle near the center,23.998506797633837,24,50
a suitcase in the scene,27.523952393402027,23,50
a close-up of a snowboard,22.803876792101903,23,50
a visible tie in the scene,21.683208396054273,23,50
a photo containing a book,31.587511400677585,22,50
a photo containing a tennis racket,31.442190490034555,22,50
a photo of a clock,29.326259199709583,22,50
a photo of a backpack,20.886640728355346,22,50
a close-up of a remote,21.46198019408911,21,50
a photo of a apple,17.97891580010436,21,50
a surfboard in the scene,41.334918049879214,20,50
a close-up of a boat,38.46733026784914,20,50
a dog in the scene,29.29852771878979,20,50
a close-up of a airplane,47.48154209968299,19,50
a close-up of a orange,32.875283311187374,19,50
a giraffe in the scene,25.287248560149905,19,50
a truck object,24.278292840129204,19,50
a photo containing a giraffe,23.799481987714767,19,50
a photo containing a horse,22.027587413515906,19,50
a visible knife in the scene,18.30996200292793,19,50
a close-up of a vase,33.699244315786075,18,50
a photo containing a train,26.3362255963852,18,50
a zebra in the scene,20.411956737353655,18,50
a small scissors near the center,29.513510557507104,17,50
a photo containing a baseball bat,28.24415402723595,17,50
a vase object,16.846567150259446,17,50
a photo of a bus,13.543003709064175,17,50
a close-up of a cat,27.412767203253406,16,50
a photo containing a orange,16.92075357323078,16,50
a photo of a sheep,16.88646799144313,16,50
a visible broccoli in the scene,15.504536050331428,16,50
a photo containing a sheep,14.60782607526923,16,50
a visible couch in the scene,13.773398977964218,16,50
the surfboard in this image,18.40995600353207,15,50
a kite object,18.16929975973064,15,50
a photo containing a toilet,17.517349129737298,15,50
a cow object,10.790522870186873,15,50
a cell phone in the scene,30.74937282493609,14,50
the oven in this image,26.47164039771812,14,50
a visible car in the scene,25.290094909534734,14,50
a photo containing a pizza,23.458324132933328,14,50
a photo of a car,15.2112395595201,14,50
a photo of a bed,15.094653269019458,14,50
a photo containing a snowboard,13.091110443093488,14,50
a photo containing a teddy bear,38.62054117085597,13,50
a mouse in the scene,18.520068351969368,13,50
a photo of a laptop,9.859828309351442,13,50
the apple in this image,30.737724671570014,12,50
a close-up of a couch,15.863408769867267,12,50
a visible clock in the scene,14.80378540678415,12,50
a photo of a stop sign,14.053760783246902,12,50
the orange in this image,11.600193427651226,12,50
a fire hydrant object,8.707044193461144,12,50
a photo containing a fire hydrant,24.302023439348673,11,50
a photo containing a traffic light,15.277145969470904,11,50
a photo containing a sports ball,13.25212904976087,11,50
a small keyboard near the center,13.076681170146992,11,50
a banana object,12.45727860391551,11,50
a chair object,7.151065015461406,11,50
a photo containing a elephant,15.556431069735991,10,50
a close-up of a toilet,15.53838346186653,10,50
a photo containing a scissors,13.375248126451531,10,50
the horse in this image,8.26035882589407,10,50
a photo of a cell phone,7.9387819589092175,10,50
a tv object,6.225464356797104,10,50
the dining table in this image,5.241314580038641,10,50
a close-up of a stop sign,20.552585054083675,9,50
a photo containing a bear,19.669897868026887,9,50
a photo containing a stop sign,15.122971581195985,9,50
a visible parking meter in the scene,14.08029251615306,9,50
a photo of a toilet,8.96946233466137,9,50
a close-up of a frisbee,20.369588035717932,8,50
a close-up of a wine glass,18.012397899334385,8,50
a close-up of a giraffe,15.271597418865714,8,50
a photo containing a donut,12.01351566532627,8,50
a photo of a cup,10.125137731951652,8,50
a cell phone object,9.733563438106488,8,50
the motorcycle in this image,9.313415229739157,8,50
a close-up of a skis,8.705902788777934,8,50
a photo of a pizza,6.552911687850972,8,50
the bed in this image,12.514888473159724,7,50
the elephant in this image,8.050137625432097,7,50
a airplane object,5.55993419053767,7,50
a train in the scene,20.80313598775296,6,50
a photo containing a couch,20.341775065023494,6,50
a oven in the scene,18.250250120292208,6,50
a close-up of a bed,18.05294295618581,6,50
a photo containing a dining table,17.798066341260014,6,50
a close-up of a bicycle,16.923959123248622,6,50
a close-up of a bear,11.422818047848336,6,50
a visible toilet in the scene,10.300372686651833,6,50
a close-up of a sink,9.428522314443935,6,50
a visible dining table in the scene,6.546437509269487,6,50
a visible zebra in the scene,2.742911512023169,6,50
a bear in the scene,18.974265176559626,5,50
a close-up of a cell phone,11.293360137274503,5,50
the airplane in this image,5.059758399723653,5,50
a close-up of a person,15.767944769833097,4,50
a close-up of a baseball glove,15.103455084287278,4,50
a close-up of a dog,9.900859972398653,4,50
a visible keyboard in the scene,6.77955073786212,4,50
the toilet in this image,4.177110258913284,4,50
a photo containing a potted plant,15.49451355754166,3,50
a close-up of a backpack,14.875302810516034,3,50
a visible surfboard in the scene,4.4885007464168485,3,50
the zebra in this image,4.089787946428571,3,50
a cat object,1.8790174988086783,3,50
a close-up of a bus,14.782702378243982,2,50
a close-up of a tv,14.472147372204345,2,50
a close-up of a cup,14.411882765053784,2,50
the skateboard in this image,5.103602553858901,2,50
the bird in this image,3.8847642235262225,2,50
the wine glass in this image,2.8825041376919955,2,50
a visible refrigerator in the scene,2.5896115745568298,1,50
a visible truck in the scene,1.59588173504696,1,50
the sandwich in this image,1.59588173504696,1,50
the laptop in this image,0.9492355470616339,1,50
the potted plant in this image,0.40315543831168826,1,50
