mondrian_group,sum_phi,n_null,min_null
a potted plant object,25.92021488235215,26,50
a close-up of a handbag,44.66645405224833,24,50
a frisbee in the scene,36.12095587935447,24,50
a pizza in the scene,31.04653217525015,24,50
a bicycle object,27.51929202459627,24,50
a small orange near the center,26.439406932320594,24,50
a sink in the scene,24.784340613028714,24,50
a small bottle near the center,23.062182299344826,24,50
a photo containing a remote,27.52514125893415,23,50
a close-up of a bear,36.25898055656223,22,50
a small mouse near the center,25.73339383630776,22,50
a horse in the scene,35.225404255668515,21,50
a photo containing a skateboard,24.452069630128367,21,50
a close-up of a snowboard,24.2790988503154,21,50
a close-up of a airplane,38.796038260743686,20,50
a close-up of a boat,28.936314970734433,20,50
the surfboard in this image,21.19184175957531,20,50
a giraffe in the scene,26.525180076401472,19,50
a photo containing a toothbrush,21.70012926508764,19,50
a photo containing a giraffe,16.60692678232151,19,50
a visible bench in the scene,20.869299872890878,18,50
a photo containing a parking meter,20.154815477492615,17,50
a small cake near the center,27.96375250858218,16,50
a photo containing a hair drier,27.09441030977587,16,50
a photo containing a airplane,24.300304341611557,16,50
a photo containing a surfboard,20.725467508373697,16,50
the handbag in this image,20.37484710727377,16,50
the person in this image,17.672390369683654,16,50
the dining table in this image,17.07817164134236,16,50
a photo containing a sheep,14.835600902510638,16,50
a close-up of a pizza,19.17192111459417,15,50
a photo containing a sink,17.483311941007912,15,50
a close-up of a car,17.167913472714385,15,50
a close-up of a keyboard,15.432721793712473,15,50
a photo of a teddy bear,13.380809829965857,15,50
a cow object,9.583502673253893,15,50
a close-up of a cow,34.09440461895807,14,50
a photo containing a bus,25.84625185330393,14,50
a photo containing a pizza,21.493137227979595,14,50
a tv in the scene,18.529293754922236,14,50
a photo of a sports ball,17.979084451648976,14,50
a close-up of a cake,17.46188959878012,14,50
a close-up of a carrot,17.24404344993202,14,50
a photo of a car,17.215470122030297,14,50
a photo of a bowl,13.973559754846097,14,50
a photo containing a snowboard,12.401332303878533,14,50
a car in the scene,25.356458326892234,13,50
a photo containing a oven,18.305144641870214,13,50
a photo containing a tennis racket,16.66537113562302,13,50
the train in this image,15.887809474594757,13,50
a photo of a airplane,12.552336761687823,13,50
a fire hydrant object,8.592487580967248,12,50
a close-up of a microwave,15.20945162072405,11,50
a close-up of a traffic light,14.364524284069397,11,50
a close-up of a broccoli,13.968922130832201,11,50
a photo containing a bear,13.535816202896708,11,50
a banana object,13.535078171271515,11,50
a close-up of a tie,18.9372658201389,10,50
a close-up of a wine glass,18.605621058923987,10,50
a photo containing a book,13.793692239155018,10,50
a photo of a zebra,12.459828363700609,10,50
a photo of a bed,10.255863553772484,10,50
a photo of a cell phone,8.613666578670038,10,50
a dog object,6.75003920600357,10,50
a close-up of a potted plant,20.582398271598215,9,50
a close-up of a stop sign,20.13976205915195,9,50
a close-up of a sports ball,17.85263074016277,9,50
a close-up of a toothbrush,14.334004531787404,9,50
a close-up of a chair,12.649507114927474,9,50
a zebra object,4.582876909200888,9,50
a photo containing a orange,19.518383134908625,8,50
a close-up of a vase,17.266098125550506,8,50
a close-up of a giraffe,16.528186219412863,8,50
a photo containing a donut,14.863551401612902,8,50
a cell phone object,11.32995700906207,8,50
a photo of a potted plant,10.599733826179127,8,50
a close-up of a skis,9.992537399979417,8,50
a photo containing a banana,7.876454700688981,8,50
a photo of a pizza,6.733349510716208,8,50
a chair object,4.675147081710046,8,50
a close-up of a refrigerator,19.39798894903541,7,50
a cat in the scene,18.906575463113604,7,50
a close-up of a bus,18.081991262255208,7,50
a close-up of a clock,17.844481909977375,7,50
a photo containing a skis,16.92307438272989,7,50
a close-up of a toaster,10.62568050275512,7,50
a photo of a elephant,8.463396643944767,7,50
a visible car in the scene,7.0453750596970455,7,50
the frisbee in this image,6.469858352336406,7,50
a photo containing a laptop,16.93925273382593,6,50
a photo containing a dining table,16.696685337120396,6,50
a photo containing a motorcycle,16.628640500681787,6,50
a photo containing a boat,15.841262113668616,6,50
a photo containing a baseball glove,13.931852989761882,6,50
a photo containing a cake,13.142372637249354,6,50
a photo containing a broccoli,12.202289091875944,6,50
a visible cup in the scene,10.346970355774042,6,50
a visible bed in the scene,8.889885834680681,6,50
the sink in this image,6.549074558202195,6,50
a close-up of a dining table,16.65568241301435,5,50
a close-up of a cat,16.556349275345436,5,50
a small teddy bear near the center,15.91810735525212,5,50
a visible elephant in the scene,6.540457517860883,5,50
the airplane in this image,4.644235549445551,5,50
a photo containing a teddy bear,19.881731574649553,4,50
a close-up of a baseball bat,17.69060553736306,4,50
a close-up of a sheep,15.265636126333293,4,50
the skateboard in this image,9.535734799899343,4,50
a visible keyboard in the scene,8.001305658508283,4,50
a visible banana in the scene,5.079160304778561,4,50
a close-up of a train,15.697592484816498,3,50
a close-up of a fire hydrant,14.733715625866902,3,50
a photo of a parking meter,5.566126392080056,3,50
the bottle in this image,5.429190026973733,3,50
a visible clock in the scene,5.104393618515854,3,50
the bird in this image,4.2619785065582745,3,50
the giraffe in this image,3.280918895386622,3,50
a knife object,2.199350167420029,3,50
a close-up of a cup,14.393963229861843,2,50
a visible zebra in the scene,3.1008034175586787,2,50
the sandwich in this image,2.138921541091497,2,50
a visible toilet in the scene,3.5703536493604213,1,50
a visible horse in the scene,2.3977223729931265,1,50
a visible cell phone in the scene,1.0248857567582448,1,50
a visible fire hydrant in the scene,0.7729631612017408,1,50
the potted plant in this image,0.7729631612017408,1,50
