mondrian_group,sum_phi,n_null,min_null
a cat in the scene,29.7062814530533,28,50
a photo containing a bird,32.93138129598036,27,50
a photo of a surfboard,26.848437623497723,27,50
a photo containing a hair drier,25.983739795970124,27,50
a photo of a donut,32.17854146167844,26,50
a photo containing a teddy bear,36.81173896437917,25,50
the kite in this image,20.12243874823826,24,50
a photo of a frisbee,17.3041362387833,24,50
a umbrella object,22.35248295235387,23,50
a visible remote in the scene,22.012932177264005,23,50
a visible person in the scene,21.081811772364617,23,50
a photo containing a snowboard,22.817965176574656,22,50
a close-up of a sink,30.207902965316492,20,50
a small clock near the center,29.124074924053954,20,50
a close-up of a hair drier,27.101498796861463,20,50
a visible backpack in the scene,22.25934949683886,20,50
the orange in this image,19.199077953338975,20,50
a close-up of a airplane,32.16440450586941,19,50
a close-up of a toothbrush,24.503471098446685,19,50
a visible kite in the scene,16.294038178197706,19,50
a suitcase in the scene,30.043600799440057,18,50
a photo containing a train,25.084612541263485,18,50
the handbag in this image,29.724691673782818,17,50
a close-up of a backpack,21.943178900954408,17,50
a photo containing a bench,17.947036906478,17,50
a close-up of a horse,17.867972941493722,17,50
a close-up of a pizza,17.439281093243846,17,50
a close-up of a zebra,14.90628268386524,17,50
the truck in this image,12.169656686622892,17,50
a visible sink in the scene,29.82749457563727,16,50
a small sandwich near the center,24.267599068080305,16,50
a photo containing a surfboard,22.09671657170478,16,50
a elephant in the scene,18.056633906848305,16,50
a photo of a apple,22.012194101595142,15,50
a photo containing a skateboard,22.70124809915454,14,50
a photo of a toilet,21.1214074983669,14,50
a photo containing a zebra,17.69587478444459,14,50
a close-up of a tennis racket,17.583220514078917,14,50
a close-up of a carrot,16.893821151988536,14,50
a small cat near the center,23.267415769941028,13,50
a visible spoon in the scene,18.043137783366152,13,50
a photo containing a oven,17.914483825033468,13,50
a photo containing a pizza,16.760742186071536,13,50
a close-up of a sheep,14.926727428955106,13,50
a airplane in the scene,13.907789270461029,13,50
a visible tie in the scene,12.201841148756646,13,50
the bed in this image,10.594406104595253,13,50
a scissors in the scene,27.326419590071687,12,50
a backpack in the scene,23.252578756986903,12,50
a visible oven in the scene,22.514061141008646,12,50
a surfboard in the scene,22.1460039674461,12,50
a close-up of a couch,14.916563324380013,12,50
the train in this image,13.630809830216451,12,50
a close-up of a bird,15.62447976849625,11,50
a photo containing a bear,12.957225601462051,11,50
a close-up of a truck,12.523777761994825,11,50
a close-up of a handbag,12.206591109140268,11,50
a photo of a laptop,8.746568278137747,11,50
a photo containing a kite,22.375345297459955,10,50
a close-up of a cake,20.747171078203692,10,50
a photo containing a cat,20.54027380003692,10,50
a visible clock in the scene,18.175972001926162,10,50
a close-up of a skis,18.135383875912297,10,50
a close-up of a vase,14.742971258592062,10,50
a close-up of a scissors,14.512889605190205,10,50
a photo containing a remote,13.99771898134267,10,50
a photo of a bed,9.886677750565541,10,50
the horse in this image,8.208526033785239,10,50
a potted plant object,6.79505465841309,10,50
a close-up of a stop sign,19.82849910204043,9,50
a photo containing a tennis racket,14.788995216762064,9,50
the baseball bat in this image,11.524566820461299,9,50
a photo containing a tv,22.17459701676005,8,50
a photo containing a dog,19.730331054276974,8,50
a photo containing a airplane,17.856562656204673,8,50
a cell phone object,9.783863223468087,8,50
a photo of a cup,8.781088665041954,8,50
a close-up of a toilet,19.22964130205908,7,50
a close-up of a traffic light,18.825765401967182,7,50
a photo containing a skis,16.572130696853485,7,50
a photo containing a traffic light,12.811203950092022,7,50
a close-up of a snowboard,12.350269482908539,7,50
a photo of a dog,9.728608264270239,7,50
a photo of a elephant,8.638946260974535,7,50
a close-up of a bus,30.415345266725126,6,50
a close-up of a train,18.309605652497194,6,50
a photo containing a baseball glove,12.386886128944747,6,50
a photo containing a hot dog,12.021616102961412,6,50
a photo containing a cow,10.757448865685621,6,50
a visible baseball glove in the scene,10.673730244347674,6,50
a close-up of a sports ball,10.49845051337401,6,50
a visible bed in the scene,9.412074515427458,6,50
a photo containing a apple,7.858238704025189,6,50
a bird object,4.841324526467345,6,50
a photo of a bench,3.497011441730982,6,50
a photo containing a refrigerator,17.63370305458499,5,50
a close-up of a refrigerator,15.856014370277055,5,50
a close-up of a dining table,15.681391719456835,5,50
a visible chair in the scene,9.633232107154418,5,50
a photo containing a elephant,9.126721966135658,5,50
a close-up of a baseball bat,17.669453003515436,4,50
a dining table object,15.10656409284471,4,50
a close-up of a person,14.99207132960742,4,50
a close-up of a dog,8.629077366504106,4,50
a visible banana in the scene,5.070982017378639,4,50
a visible surfboard in the scene,4.723852384804334,4,50
the chair in this image,16.340938322509285,3,50
a photo of a dining table,15.137074917718776,3,50
a close-up of a oven,14.603463283555477,3,50
a photo of a parking meter,5.4756162034782045,3,50
a visible train in the scene,3.892988217391236,3,50
a visible keyboard in the scene,3.707902153549504,3,50
a visible bus in the scene,3.4831482371473963,3,50
a small elephant near the center,13.865130153312748,2,50
a visible tennis racket in the scene,4.0670563557634996,2,50
a visible teddy bear in the scene,3.706650585169006,2,50
the wine glass in this image,3.3684032700844146,2,50
a visible skateboard in the scene,3.0933880469491997,2,50
the backpack in this image,3.027857284411981,2,50
a visible horse in the scene,3.025520330777174,2,50
the tv in this image,2.8023481983025116,2,50
a visible zebra in the scene,2.6951701183756116,2,50
a visible refrigerator in the scene,2.3566634135762308,1,50
the cell phone in this image,2.347803776683087,1,50
the sandwich in this image,1.3499871715927751,1,50
the pizza in this image,1.3499871715927751,1,50
