mondrian_group,sum_phi,n_null,min_null
a spoon in the scene,61.635558908855515,47,50
the person in this image,52.94635532579489,47,50
a small dog near the center,40.113463041899976,47,50
a small book near the center,54.889999802896604,45,50
a traffic light in the scene,45.91099106509681,45,50
a cake in the scene,43.02173017601488,45,50
a photo of a chair,40.142896716402625,45,50
the cell phone in this image,45.47901824350091,44,50
a small bowl near the center,43.886717566098866,44,50
a photo containing a kite,62.153453618461626,43,50
a dining table in the scene,34.276766251876104,43,50
a tv in the scene,31.233613183207336,43,50
a small stop sign near the center,30.140323657323474,43,50
a photo containing a bottle,39.045706036023226,42,50
a small umbrella near the center,36.650104920443425,42,50
a sandwich in the scene,51.83268767242486,41,50
a photo containing a chair,39.93742880504379,41,50
a photo of a knife,33.8550021799203,41,50
a small elephant near the center,51.726022974070816,40,50
a photo containing a book,44.06771081056865,40,50
a bowl in the scene,35.46332694892315,40,50
a person object,24.671486237108134,40,50
a visible chair in the scene,39.59850345378151,39,50
a photo containing a dog,44.79411630721754,38,50
a photo containing a toilet,49.91701908019735,37,50
a small fire hydrant near the center,37.196882701790194,36,50
a small dining table near the center,34.3096516477325,36,50
a handbag object,42.97402532821013,35,50
a keyboard in the scene,38.76988116542327,35,50
a small snowboard near the center,33.92731681862491,34,50
a photo of a person,29.771333762959667,34,50
a small potted plant near the center,29.58304165163998,34,50
a oven in the scene,27.398836189760623,34,50
a toaster in the scene,27.146925841069283,34,50
a bus in the scene,22.76347767491267,33,50
a small couch near the center,36.56867637455193,32,50
a banana in the scene,36.10762718378185,31,50
a photo containing a suitcase,31.18073910381691,31,50
a close-up of a carrot,33.03503777944772,30,50
a visible car in the scene,30.9138727817597,30,50
the pizza in this image,27.967024197898258,30,50
a photo of a tie,25.740440142467456,30,50
a photo containing a orange,32.10387299763259,29,50
a bird in the scene,38.37705583491887,28,50
a photo containing a handbag,37.15996421120486,28,50
a photo containing a frisbee,31.248582535749566,28,50
a small hair drier near the center,29.78660371323347,28,50
a photo containing a skis,25.94864867413474,28,50
a photo of a umbrella,25.15192330396044,27,50
a photo of a traffic light,24.176004256083107,27,50
a zebra in the scene,32.43330611666115,26,50
a close-up of a cell phone,31.32580556951415,26,50
a bicycle in the scene,30.291605311711084,26,50
a photo of a horse,29.27176374340784,26,50
a small traffic light near the center,27.985854533939175,26,50
a photo containing a refrigerator,34.38784847820877,25,50
a photo of a remote,25.517656901829152,25,50
a photo of a skis,23.38829493672001,25,50
a skateboard in the scene,23.086562602147552,25,50
a small orange near the center,24.888499036619763,24,50
a small bottle near the center,23.189887250155774,24,50
a sink in the scene,21.97384730387074,24,50
the kite in this image,18.300921492420954,24,50
a photo containing a wine glass,32.12498085025429,23,50
a scissors in the scene,27.217038241180393,23,50
a umbrella object,22.201636922496586,23,50
a photo of a bottle,18.791332692056965,23,50
a photo of a suitcase,24.338244723149373,22,50
a photo of a boat,21.967392324380057,22,50
a boat object,17.469704795177954,22,50
the car in this image,17.255610010638396,22,50
a hot dog in the scene,40.13228871698835,21,50
a photo containing a sports ball,24.20082202144208,21,50
a close-up of a tennis racket,18.167479030070606,21,50
a close-up of a sheep,35.798645161102556,20,50
a close-up of a hair drier,26.662907737098514,20,50
a close-up of a book,21.366619798019595,20,50
a small clock near the center,20.130452464033013,20,50
a close-up of a hot dog,19.984580245727873,20,50
a photo containing a tennis racket,19.7633592320916,20,50
a chair object,12.746100832007755,20,50
a photo containing a horse,23.879208510112207,19,50
a visible knife in the scene,19.78374046875767,19,50
a couch in the scene,27.993657809034534,18,50
a suitcase in the scene,27.040431043534284,18,50
a visible parking meter in the scene,23.172309382874943,18,50
a photo containing a umbrella,22.069914242121868,18,50
a close-up of a bowl,20.293608557499166,18,50
a photo containing a toothbrush,23.746269364651337,17,50
a close-up of a parking meter,18.925657839124547,17,50
a photo containing a bench,18.824379484735086,17,50
a close-up of a horse,18.462426817350774,17,50
the truck in this image,11.010194098318278,17,50
a small cake near the center,25.04742710471017,16,50
the handbag in this image,17.913088634420543,16,50
the carrot in this image,16.281058422017665,16,50
a close-up of a skateboard,15.421225035700562,16,50
a photo containing a teddy bear,33.879802733446866,15,50
a photo of a apple,23.011250820012613,15,50
a close-up of a zebra,13.610568235193009,15,50
a visible bus in the scene,27.795292784314064,14,50
a photo containing a train,23.56358589633081,14,50
a photo containing a carrot,19.381869574412264,14,50
a small cell phone near the center,17.158974815496148,14,50
a photo of a car,14.985958236568377,14,50
a skis object,13.636979858624548,14,50
a photo containing a snowboard,13.034744951177705,14,50
a small cat near the center,24.10737501674909,13,50
a close-up of a airplane,20.600836821185506,13,50
a mouse in the scene,16.777482857472595,13,50
a close-up of a toothbrush,16.643406496624266,13,50
a close-up of a cake,15.73709769923003,13,50
a close-up of a mouse,15.72976941428971,13,50
a visible skis in the scene,9.504938184761448,13,50
a close-up of a clock,22.113973500378986,12,50
a close-up of a donut,21.364198795305434,12,50
a photo containing a apple,18.202859279278496,12,50
a photo containing a airplane,16.79568567222295,12,50
a close-up of a toilet,14.44654009812913,12,50
a photo containing a boat,21.959863811817073,11,50
a close-up of a traffic light,16.172823313535698,11,50
a photo containing a fire hydrant,14.305890688711472,11,50
a photo containing a bear,13.832423738994027,11,50
the toilet in this image,13.095775282784189,11,50
a photo of a mouse,11.339415289322417,11,50
a photo containing a bicycle,11.17697120047717,11,50
a visible cow in the scene,7.675859385949399,11,50
a close-up of a dog,22.596257076887024,10,50
a photo containing a clock,20.700025680742545,10,50
a close-up of a kite,18.833772601729112,10,50
a photo containing a remote,16.855962330013252,10,50
a close-up of a microwave,11.78175631239036,10,50
the horse in this image,9.25067599444301,10,50
a photo of a cell phone,8.502013431551552,10,50
a cup object,6.764407279741691,10,50
a photo containing a laptop,12.618567248864801,9,50
a photo containing a tv,21.14504142231326,8,50
a close-up of a vase,16.646600166250412,8,50
a cell phone object,10.76994129937937,8,50
a close-up of a oven,10.489430677935205,8,50
the skis in this image,6.870109517557495,8,50
a visible tennis racket in the scene,5.798413888995634,8,50
a photo containing a dining table,27.232137408071637,7,50
a photo of a cow,10.044575747732646,7,50
the sheep in this image,6.7217463693080415,7,50
a small cow near the center,16.00969726377819,6,50
a photo containing a baseball glove,13.544651785205351,6,50
a close-up of a sports ball,12.24149243763568,6,50
a train in the scene,11.314272449942592,6,50
a photo containing a toaster,10.313726002749103,6,50
a visible baseball glove in the scene,10.118475454905568,6,50
a visible dining table in the scene,5.755029508206614,6,50
a bird object,4.483102406916462,6,50
a small giraffe near the center,20.085328570628356,5,50
a close-up of a bed,16.161704978639975,5,50
a close-up of a cow,15.991179350363012,5,50
a close-up of a refrigerator,15.66565458524235,5,50
a photo of a toilet,7.839264530407162,5,50
the bird in this image,7.2529429179472675,5,50
the sink in this image,3.952622751947569,5,50
a close-up of a fire hydrant,14.933712730082275,4,50
a dining table object,14.446907029995934,4,50
a visible keyboard in the scene,7.50319941962206,4,50
a visible cup in the scene,5.524286271520824,3,50
the dining table in this image,4.174231409097532,3,50
the giraffe in this image,3.5110332468477594,3,50
a sandwich object,1.7337584500011114,3,50
a close-up of a wine glass,14.937656904183477,2,50
a close-up of a tv,13.619515822564438,2,50
the train in this image,4.634131407842586,2,50
the bed in this image,3.0723472188077876,2,50
a visible refrigerator in the scene,2.4237628824055677,1,50
the sandwich in this image,2.2103685254370187,1,50
a visible bowl in the scene,2.2103685254370187,1,50
a visible surfboard in the scene,2.2103685254370187,1,50
a visible horse in the scene,1.5716906127865031,1,50
a car object,0.2918853995174934,1,50
