mondrian_group,sum_phi,n_null,min_null
a photo containing a zebra,16.468819788449448,14,50
a photo containing a tennis racket,15.100130220469573,14,50
a bicycle object,10.309948940335543,14,50
a photo containing a couch,24.791453641298922,13,50
a small cat near the center,24.333971980020095,13,50
a photo containing a sink,23.54620554918672,13,50
a airplane in the scene,14.18201430577453,13,50
a scissors in the scene,28.275347315525284,12,50
a close-up of a refrigerator,28.069915981545883,12,50
a close-up of a donut,23.56237655490831,12,50
a photo containing a mouse,16.44425766859563,12,50
the train in this image,12.747490401709145,12,50
a photo containing a traffic light,15.700232183224216,11,50
a photo containing a car,14.93507302773606,11,50
the toilet in this image,14.850221648014887,11,50
a photo of a mouse,11.979533967579819,11,50
a photo containing a clock,30.350883402462973,10,50
a close-up of a car,20.358500134083933,10,50
a close-up of a toilet,17.27319825341402,10,50
a close-up of a vase,15.935570413465896,10,50
a close-up of a microwave,11.877799136382794,10,50
a bed object,11.34490723670508,10,50
a photo of a bed,9.751768443959076,10,50
the horse in this image,8.927160682449912,10,50
a cup object,6.391558188962258,10,50
a close-up of a potted plant,20.866988999099092,9,50
a close-up of a sheep,20.107379678755077,9,50
a photo containing a teddy bear,19.117494367935194,9,50
a close-up of a sports ball,18.822251516197987,9,50
a close-up of a toothbrush,14.555361492735907,9,50
a zebra object,4.829117471064565,9,50
a frisbee object,4.071367276696659,9,50
a visible truck in the scene,24.913259340528548,8,50
a photo containing a person,18.917760574449623,8,50
a handbag object,23.361930427686094,7,50
a sandwich in the scene,21.06616120291997,7,50
a close-up of a bear,18.15972344619141,7,50
a photo containing a umbrella,13.140960999224045,7,50
a photo containing a dining table,17.823658819842148,6,50
a photo containing a parking meter,13.043016731100531,6,50
a photo of a elephant,8.821868474668324,6,50
the cup in this image,6.115602823563524,6,50
a cat object,4.676436084332395,6,50
a photo of a bench,3.4051058634069316,6,50
a close-up of a oven,10.208842561808003,5,50
a visible bird in the scene,9.123159837042433,5,50
a photo containing a cell phone,8.56362798934815,5,50
the sink in this image,4.016389817639139,5,50
a photo containing a kite,16.423440049204316,4,50
a dining table object,16.17962634203911,4,50
a photo containing a book,10.042806335821059,4,50
a close-up of a dog,8.349604170584083,4,50
a photo containing a bottle,7.283538706198216,4,50
a photo of a teddy bear,2.7404765606756105,4,50
a close-up of a bench,15.480772234593994,3,50
a visible cup in the scene,4.946748090566233,3,50
a visible keyboard in the scene,4.453312793774934,3,50
the baseball glove in this image,4.0520437373082085,3,50
the zebra in this image,3.3896007550423324,3,50
a close-up of a cup,14.72004954446373,2,50
a close-up of a tv,14.603722615293153,2,50
a close-up of a elephant,6.645519429024584,2,50
the bird in this image,3.910357695199049,2,50
a visible tennis racket in the scene,3.2643913111623606,2,50
a visible bowl in the scene,3.0495455845338513,2,50
a visible pizza in the scene,2.718087231403553,2,50
the backpack in this image,2.6610629722766093,2,50
a bear object,0.7428753946988664,2,50
the sandwich in this image,2.2618931583880038,1,50
the cat in this image,2.2618931583880038,1,50
the laptop in this image,0.9403183953993969,1,50
a visible airplane in the scene,0.9403183953993969,1,50
a motorcycle object,0.34102007596310363,1,50
