mondrian_group,sum_phi,n_null,min_null
a small tv near the center,28.408757255429638,36,50
a handbag object,40.49087964205376,35,50
a small tennis racket near the center,39.623005700390465,35,50
a photo containing a book,44.55551174701385,32,50
a sports ball object,31.6450049708429,32,50
a surfboard in the scene,42.42910391551545,31,50
a photo of a person,32.207280942899416,31,50
a small bus near the center,28.16303109532574,31,50
a photo containing a refrigerator,64.30256740529178,30,50
a close-up of a keyboard,39.32225017167851,30,50
a photo containing a bench,33.86737605053892,30,50
a small hair drier near the center,28.614336057943547,28,50
a sink in the scene,31.977980520690377,27,50
a visible person in the scene,24.93438362071602,27,50
a cake in the scene,38.6602114140549,26,50
a photo of a car,34.58497790511036,26,50
a photo of a tennis racket,30.416835863954248,26,50
a photo of a horse,28.391478258561566,26,50
the dining table in this image,23.274734797055046,26,50
a photo of a skis,23.826253406858594,25,50
a close-up of a airplane,53.88652378345303,24,50
a visible book in the scene,28.074372333602106,24,50
a visible knife in the scene,28.06565782852338,24,50
a photo containing a knife,25.920240602237985,24,50
a close-up of a truck,35.957271074169014,23,50
a visible backpack in the scene,32.5440891861149,23,50
a close-up of a scissors,29.198576288268146,23,50
a umbrella object,23.86146341969879,23,50
a close-up of a spoon,28.705522331784472,22,50
a photo containing a backpack,27.971771856607727,22,50
a photo of a clock,27.768072541195707,22,50
a photo of a suitcase,25.542365193833206,22,50
a microwave in the scene,19.008597643960602,22,50
a dining table in the scene,17.655023117310314,22,50
the car in this image,16.78397916090043,22,50
a small giraffe near the center,21.572142077742402,21,50
a close-up of a tennis racket,18.811904093490554,21,50
a photo containing a giraffe,23.644254412515338,19,50
a photo containing a chair,20.442739576621126,19,50
a person object,12.580884976002817,19,50
a photo containing a traffic light,27.04433062856394,18,50
a photo containing a boat,24.489996496086704,18,50
a small donut near the center,19.397251989633244,18,50
a horse in the scene,18.241395356230143,18,50
a photo containing a toothbrush,24.66583431339147,17,50
a photo containing a orange,19.259289616386894,17,50
a close-up of a bottle,17.011478986485635,17,50
a photo of a toilet,16.20501259219456,17,50
the truck in this image,11.493379281575974,17,50
a motorcycle in the scene,18.768594032441854,16,50
a close-up of a snowboard,17.726190741387747,16,50
the carrot in this image,16.654247830598955,16,50
a close-up of a skateboard,16.542443791029168,16,50
a photo of a bowl,12.752733124379187,16,50
a close-up of a cow,34.03096951778537,15,50
a photo containing a carrot,16.25779596345347,15,50
the skis in this image,13.185952335304917,15,50
a visible car in the scene,24.979841702869653,14,50
a photo containing a teddy bear,23.24940687687479,14,50
a close-up of a carrot,17.512871967510463,14,50
a visible sports ball in the scene,16.919244758548636,14,50
a visible apple in the scene,12.744701010860123,14,50
a photo containing a cow,22.398089063371835,13,50
a photo of a dining table,15.419424742963896,13,50
a photo of a airplane,12.266788582764374,13,50
a close-up of a train,51.50934207809562,12,50
a scissors in the scene,27.540899114776234,12,50
a close-up of a clock,23.708263038546896,12,50
a photo containing a airplane,23.000856952009794,12,50
a photo containing a laptop,22.131148508996404,12,50
a photo containing a mouse,16.96488688361152,12,50
a close-up of a laptop,15.94904568561084,12,50
a fire hydrant object,9.360445936933449,12,50
a photo containing a fire hydrant,24.529579513153866,11,50
a photo of a mouse,13.08150609374036,11,50
a close-up of a hot dog,13.068679655076759,11,50
a photo containing a bear,11.979123844243892,11,50
a close-up of a dog,21.691156622745087,10,50
a close-up of a elephant,20.228947139447243,10,50
a close-up of a car,19.38302096509425,10,50
a close-up of a toilet,15.744471375205947,10,50
a photo containing a sports ball,10.901550962640808,10,50
a dog object,7.633565145486492,10,50
a potted plant object,6.429221863914325,10,50
a photo containing a dining table,27.887234800827674,9,50
a close-up of a potted plant,20.896074470717288,9,50
a photo containing a car,17.868480207690375,9,50
a close-up of a cake,12.511921627019117,9,50
a photo containing a hot dog,8.729599801398711,9,50
a frisbee object,3.30925936640463,9,50
a photo containing a person,17.929486207143405,8,50
a close-up of a vase,17.75555740828045,8,50
a close-up of a wine glass,16.86442260034203,8,50
a close-up of a giraffe,15.466168086651614,8,50
a photo containing a donut,11.696518921707904,8,50
a close-up of a sandwich,10.107755265902382,8,50
a photo of a couch,8.428147938986845,8,50
a photo of a pizza,6.037628080737056,8,50
a close-up of a refrigerator,19.688942470369906,7,50
a close-up of a traffic light,19.35718262059927,7,50
a close-up of a bicycle,19.27642731616507,7,50
a close-up of a bus,17.968386091154958,7,50
a close-up of a bear,17.69235876174379,7,50
a close-up of a baseball glove,16.569068912584793,7,50
the surfboard in this image,19.06156726028711,6,50
a train in the scene,18.82878472986365,6,50
a photo containing a cake,11.643015580398094,6,50
a photo containing a tv,10.91321567912185,6,50
a visible bed in the scene,8.660755566701544,6,50
a close-up of a toaster,18.445121451446358,5,50
a visible bird in the scene,8.625899963788493,5,50
the bird in this image,8.450339515920048,5,50
a visible surfboard in the scene,7.061754702238961,5,50
a visible elephant in the scene,5.3743156726082235,5,50
a sandwich in the scene,16.818455819226752,4,50
a photo containing a kite,15.722218593861323,4,50
a dining table object,14.75079332740327,4,50
a close-up of a teddy bear,9.09319924155086,4,50
a photo of a sheep,6.722473452771544,4,50
a visible banana in the scene,5.653063947680696,4,50
the toilet in this image,4.750450750279688,4,50
a visible dining table in the scene,2.1052120546625215,4,50
a close-up of a dining table,15.07299866446048,3,50
a small cow near the center,14.21050704481123,3,50
a visible clock in the scene,5.4283847735733115,3,50
a photo containing a baseball bat,13.838021365100532,2,50
the train in this image,4.7764311174179275,2,50
a visible baseball glove in the scene,3.717273289648831,2,50
a visible laptop in the scene,3.4741181817268774,2,50
the bed in this image,3.1456330133698405,2,50
the tv in this image,3.0329027124688643,2,50
a visible sandwich in the scene,2.8817035621383447,1,50
a visible horse in the scene,2.8817035621383447,1,50
a visible pizza in the scene,2.606378595963651,1,50
a chair object,0.5944228047396802,1,50
a motorcycle object,0.2639294512314956,1,50
a donut object,0.2639294512314956,1,50
