mondrian_group,sum_phi,n_null,min_null
a umbrella object,20.904008965304783,26,50
a photo containing a dog,47.92675416855833,25,50
a close-up of a handbag,42.99604957665785,24,50
a close-up of a horse,32.43463689665276,24,50
a visible book in the scene,28.643323162013516,24,50
a photo containing a knife,25.120069275120184,24,50
a small bottle near the center,23.899838807384118,24,50
a photo containing a pizza,29.91805251864365,23,50
a suitcase in the scene,25.2072658333685,23,50
the surfboard in this image,22.384638474726007,23,50
a close-up of a snowboard,21.42935787754679,23,50
a close-up of a oven,31.03301644372101,22,50
a small mouse near the center,25.411133308396714,22,50
a vase object,23.217876086205756,22,50
a photo containing a snowboard,22.465241798856564,22,50
a photo of a boat,21.953616386797655,22,50
the car in this image,17.0127249441238,22,50
a boat object,16.618798876199207,22,50
a photo of a surfboard,30.101513592275307,21,50
a close-up of a tie,22.07954392515379,21,50
a orange object,25.461060853365574,20,50
a tie object,17.382190029314877,20,50
a close-up of a truck,34.46871573179735,19,50
a photo containing a hot dog,27.20886284357889,19,50
a horse in the scene,26.535236418537032,19,50
a photo containing a horse,21.65700467752774,19,50
a photo of a zebra,21.38135589573312,19,50
a visible backpack in the scene,20.338733577647822,19,50
a close-up of a vase,34.01554520943373,18,50
a photo containing a refrigerator,33.388331658015275,18,50
a photo containing a train,25.87709050631183,18,50
a snowboard in the scene,18.592558931453837,18,50
the potted plant in this image,16.35306255213614,18,50
the handbag in this image,29.923430836851534,17,50
a close-up of a bowl,18.8356780459336,17,50
a bed in the scene,18.479913863796245,17,50
a close-up of a bottle,16.715691452266615,17,50
a photo of a dining table,31.454897211623177,16,50
a visible sink in the scene,30.592109527459,16,50
a close-up of a keyboard,24.04084082546558,16,50
the backpack in this image,20.943098637817464,16,50
a photo containing a surfboard,20.536769220980563,16,50
a elephant in the scene,19.58890234991414,16,50
the dining table in this image,18.076795953286133,16,50
a photo containing a baseball bat,35.383601822526344,15,50
a photo containing a umbrella,19.287698434995683,15,50
a kite object,18.553181876825274,15,50
a close-up of a hair drier,18.34265614478851,15,50
the person in this image,17.496413441532145,15,50
a photo of a teddy bear,14.904298796177653,15,50
a cow object,10.980899099649866,15,50
a clock in the scene,28.591400409913,14,50
a photo containing a toilet,22.57479570886284,14,50
a small bowl near the center,20.987053012933632,14,50
a small cell phone near the center,18.10665606618783,14,50
a photo of a sports ball,17.12040645016969,14,50
a sports ball object,11.981601087807867,14,50
a skis object,11.860095330642881,14,50
a photo containing a couch,23.999413341498435,13,50
a photo containing a frisbee,23.469304459787498,13,50
a photo containing a sink,23.462905005647798,13,50
a hair drier in the scene,20.752695140522153,13,50
a photo containing a donut,19.94074629060929,13,50
a photo containing a oven,17.719261125166526,13,50
a close-up of a mouse,16.448992132903328,13,50
a photo containing a bottle,14.229374862006743,13,50
a close-up of a donut,22.155552769709313,12,50
a small zebra near the center,22.122355326737615,12,50
a photo containing a orange,22.109181331907564,12,50
a photo containing a apple,18.18835440951286,12,50
a photo containing a fork,15.93702555904825,12,50
a close-up of a bed,34.17183011166143,11,50
a close-up of a traffic light,22.399930083778827,11,50
a close-up of a broccoli,14.80389669266541,11,50
a photo of a mouse,13.093341747657048,11,50
a close-up of a cat,12.716768250305634,11,50
the chair in this image,11.729253970417085,11,50
a visible cow in the scene,8.840714425642547,11,50
a close-up of a cake,20.910460211891543,10,50
a close-up of a kite,20.51504560049774,10,50
a close-up of a elephant,19.41877813170097,10,50
a bicycle object,18.78087061328986,10,50
a photo containing a cake,17.954947878614412,10,50
a close-up of a couch,15.770477007408847,10,50
a photo containing a book,14.267753593617464,10,50
a close-up of a tv,21.256224344932043,9,50
a photo containing a bear,18.844316524823256,9,50
a close-up of a cow,18.843809559181903,9,50
a visible parking meter in the scene,13.810580714817169,9,50
a photo of a person,9.425321215784475,9,50
a surfboard in the scene,18.913260084910466,8,50
a close-up of a giraffe,15.197631013313147,8,50
a close-up of a zebra,13.239617816900882,8,50
a close-up of a skis,9.519020092898165,8,50
the skis in this image,7.661775503342253,8,50
a photo of a car,7.536018885535097,8,50
the clock in this image,7.308249117129126,8,50
a sandwich in the scene,21.20268648669937,7,50
a vase in the scene,20.968420217242933,7,50
a close-up of a refrigerator,19.770040880268212,7,50
a photo containing a vase,19.46856898986877,7,50
a close-up of a toilet,19.16561881404905,7,50
a close-up of a clock,17.93010909725492,7,50
a photo containing a hair drier,13.33115203339575,7,50
a photo containing a skis,13.237604167320338,7,50
a visible car in the scene,6.671941633495347,7,50
a airplane object,5.9704233219551215,7,50
a photo of a cup,5.56157313184666,7,50
a train in the scene,19.849376049245908,6,50
a close-up of a train,18.989226164599536,6,50
a close-up of a umbrella,13.789560151820748,6,50
a photo containing a parking meter,13.66287907461062,6,50
a photo containing a tv,11.558729259109649,6,50
a close-up of a sink,10.870032239344033,6,50
a close-up of a sports ball,10.800492730101885,6,50
a bear in the scene,18.73915925992061,5,50
a photo containing a fire hydrant,17.392280872512433,5,50
a close-up of a dining table,17.20743448328064,5,50
a photo containing a stop sign,11.746169235295712,5,50
the bird in this image,7.9944785422386175,5,50
a visible bench in the scene,6.178823132288659,5,50
the airplane in this image,5.471743948455644,5,50
a photo containing a teddy bear,19.73444773461899,4,50
a close-up of a airplane,16.03522617447777,4,50
a small parking meter near the center,14.789203485278751,4,50
a close-up of a bear,14.731327063298458,4,50
a close-up of a teddy bear,10.027578788357134,4,50
a photo of a sheep,6.305341609682253,4,50
the toilet in this image,4.023916763379283,4,50
a visible handbag in the scene,18.185464136804203,3,50
a close-up of a bench,15.211772118977526,3,50
a close-up of a fire hydrant,14.975906637173287,3,50
a visible surfboard in the scene,4.409975981230946,3,50
a visible truck in the scene,2.801217680402045,3,50
the baseball glove in this image,2.611481099936026,3,50
a cat object,2.1867157958739147,3,50
the skateboard in this image,5.050561012578492,2,50
the wine glass in this image,2.818489666707605,2,50
the sandwich in this image,1.8160100596115734,2,50
a bear object,0.6172388517314351,2,50
a motorcycle object,0.33605818990301684,1,50
the umbrella in this image,0.22330423984812486,1,50
