mondrian_group,sum_phi,n_null,min_null
a hot dog in the scene,18.24398247893098,9,50
a close-up of a stop sign,17.65890824026602,9,50
a close-up of a sports ball,16.507615723574524,9,50
a surfboard in the scene,17.089080072202243,8,50
a close-up of a bus,15.33682302396252,8,50
a photo containing a donut,14.425283243178232,8,50
a close-up of a oven,11.352770165755095,8,50
the skis in this image,8.22673765197044,8,50
a photo of a pizza,6.065364928355175,8,50
a chair object,4.8928306206037036,8,50
a close-up of a refrigerator,17.31445747358547,7,50
a photo containing a bicycle,15.112329041169188,7,50
a close-up of a toaster,11.286458073773668,7,50
the frisbee in this image,7.485774346871832,7,50
a visible car in the scene,6.610200996903157,7,50
a dining table in the scene,15.715004267197047,6,50
a photo containing a dining table,15.191736490710223,6,50
a photo containing a zebra,15.02007935466582,6,50
a photo containing a cake,13.387729423798845,6,50
the cup in this image,5.47818861105952,6,50
a bear in the scene,16.86025279645183,5,50
a close-up of a cell phone,13.987774908160501,5,50
a photo containing a stop sign,11.075101594470686,5,50
a visible bird in the scene,8.852233241018489,5,50
a visible bench in the scene,5.784155956861128,5,50
a visible toilet in the scene,5.4839526092457715,5,50
the sink in this image,4.72507728382028,5,50
a close-up of a sheep,10.358721363421026,4,50
the elephant in this image,4.766082584290726,4,50
a close-up of a train,16.206004126636618,3,50
a horse in the scene,15.180420937913222,3,50
a close-up of a dining table,13.310583035949126,3,50
a visible cup in the scene,5.73299266342033,3,50
the bottle in this image,5.321484858620334,3,50
the baseball glove in this image,2.593009529385188,3,50
a close-up of a tv,11.929716194385383,2,50
the umbrella in this image,5.975087247803096,2,50
a visible teddy bear in the scene,4.327077454812105,2,50
a photo of a orange,3.5517999684958506,2,50
a visible horse in the scene,3.404954075378991,2,50
a visible refrigerator in the scene,2.9418753082073423,2,50
the wine glass in this image,2.8860079702918484,2,50
a bear object,0.653700066076622,2,50
a visible vase in the scene,3.3065720814433344,1,50
a visible keyboard in the scene,3.3065720814433344,1,50
a visible bear in the scene,2.9448429716601914,1,50
the sandwich in this image,2.504682931747152,1,50
the sheep in this image,1.6987993155518606,1,50
a photo of a dining table,1.0195123547089038,1,50
